###################################################################################################################################################################
#BoxsideX=    30.0000 BoxsideY=    30.0000 BoxsideY=    30.0000 Temperature=   100.0000 
#NROT = 0000000006
###################################################################################################################################################################
#      Step     Energy       RMSD         DX         DY         DZ      ALPHA       BETA      GAMMA      NCONF ConfEnergy       Elec        VDW       SOLV   ROT[  1]  ROT[  2]  ROT[  3]  ROT[  4]  ROT[  5]  ROT[  6]
     10000     75.003      0.867  42.350509   3.979437  84.916862 347.140927 163.251621  32.765536     000000    107.967 -21.055505 -13.252034   1.343253    307.425   237.862    80.950   301.893   147.322   134.552
     20000     76.909      1.787  41.968290   3.287903  85.191292  25.686388 179.789867 319.341422     000000    109.716 -23.515175 -10.585606   1.293337    337.251   228.823    81.480   310.134   111.810   185.902
     30000     80.974      1.476  42.272962   3.921941  85.230137 349.096024 177.459899 358.996887     000000    106.546 -19.188856  -7.678887   1.295215    323.536   230.969    82.863   312.252   115.281   142.962
     40000     77.577      2.067  41.815963   3.136982  84.915178 342.997585   1.741467   2.976788     000000    105.907 -23.674738  -6.033129   1.377458    326.598   226.897    82.190   319.278   116.524   169.294
     50000     76.815      1.284  42.113089   3.575462  85.133463  57.758253 175.234798 302.557042     000000    106.821 -22.427067  -8.873847   1.294989    324.485   234.397    78.205   316.186   114.559   169.356
     60000     69.418      0.688  42.334812   4.091458  85.253389 354.924145 175.349298  14.702507     000000    101.413 -20.352427 -12.868301   1.225220    316.947   231.808    84.264   308.825   128.696   145.500
     70000     76.868      0.895  42.352130   3.741221  85.207244 354.042901   0.616598 359.165172     000000    101.058 -20.161783  -5.323876   1.295680    332.712   215.894    87.960   309.128   124.787   158.009
     80000     74.843      0.706  42.461152   4.175294  85.266352 342.100317   0.813442  14.813681     000000    101.823 -18.779564  -9.484252   1.284586    326.113   219.359    97.732   314.695   126.495   160.159
     90000     74.766      1.019  42.154240   3.866744  85.094475  18.561782 175.323101   6.093884     000000    105.096 -24.257440  -7.283511   1.211086    305.391   230.118    90.930   306.371   168.603   129.578
    100000     65.411      0.823  42.253032   3.930775  85.176740 297.951945 170.368169  82.085227     000000    103.847 -23.804438 -15.877938   1.246279    301.916   235.168   103.416   309.498   158.364   117.505
    110000     75.886      1.226  41.853978   3.866745  85.055441 296.861894 161.223930  86.915697     000000    102.062 -25.106103  -2.266201   1.196783    308.269   250.174    88.952   299.266   160.962   136.635
    120000     75.474      0.973  42.571016   4.260140  85.134594 305.131195 173.750080  59.821341     000000    108.265 -18.406729 -15.769664   1.385958    304.453   232.678   101.460   325.101   138.820   124.222
    130000     65.984      1.002  42.391999   3.871403  85.247656 253.971694 171.123641 110.077690     000000    101.930 -20.691434 -16.556286   1.301518    317.717   241.831    74.959   303.132   127.193   140.858
    140000     72.195      0.966  42.318065   4.053944  85.206376 349.589063 159.181803  34.565613     000000    103.467 -23.408269  -9.127309   1.264237    302.623   250.765    93.419   293.989   164.245   112.844
    150000     74.397      0.964  42.190737   3.793737  85.111700 337.078600 169.316316  39.126810     000000    102.796 -24.614386  -5.066660   1.282128    312.847   238.261    93.654   314.954   150.513   114.958
    160000     74.082      0.615  42.492580   4.147596  85.282352 309.083968 169.501759  61.219592     000000    100.516 -20.537986  -7.152804   1.256179    319.045   231.420    96.685   306.341   137.306   134.341
    170000     72.251      0.751  42.371387   4.486732  85.058721 237.961418 172.821150 133.354377     000000    108.524 -18.130186 -19.421329   1.278552    300.797   230.370   111.476   316.194   144.781   128.635
    180000     73.660      1.197  42.004866   4.162695  84.951765 213.182853 172.665872 174.989218     000000    104.994 -23.715017  -8.797414   1.178932    300.139   228.979   112.485   317.733   180.660   107.229
    190000     78.435      1.052  42.424191   4.807610  85.208674 224.645420 161.667810 154.270924     000000    105.982 -16.684201 -12.079992   1.216597    306.258   244.247    98.822   315.250   151.725   136.813
    200000     77.079      1.196  42.342440   4.180898  85.119725 196.904606 158.425958 190.768808     000000    105.385 -23.470242  -6.128167   1.292866    302.083   260.700   102.813   304.343   181.413   122.049
    210000     81.228      1.165  42.097471   3.571183  84.874331 106.646785 177.796659 271.556956     000000    113.310 -26.075723  -7.356093   1.349637    294.792   237.062   116.573   309.172   174.223   134.621
    220000     78.710      0.615  42.503940   3.939104  85.395078 159.844187 177.905514 208.385784     000000    103.234 -21.331218  -4.465475   1.273128    314.100   225.631    97.703   309.743   142.562   165.765
    230000     67.810      0.894  42.280424   4.419892  85.155384 162.369916 158.324435 216.490314     000000    102.598 -19.391185 -16.619059   1.222033    311.832   253.231    82.402   285.728   137.868   159.707
    240000     72.187      0.944  42.336613   4.209307  85.010485 229.916688 166.943103 152.433543     000000    102.790 -21.376724 -10.552009   1.326538    302.649   252.910    95.963   292.177   166.283   112.365
    250000     89.323      0.955  42.623805   4.909730  85.048248 255.467880   2.154811 108.650059     000000    107.592 -14.673589  -4.835548   1.240100    306.740   200.673   121.654   320.200   119.157   140.527
    260000     72.558      0.842  42.181446   4.186786  84.936155 316.375479 173.678674  62.250842     000000    103.682 -21.116449 -11.252202   1.245194    306.622   231.686   105.740   292.102   141.823   148.174
    270000     72.266      1.004  42.380062   4.734749  84.998321 319.043499 170.621482  65.483224     000000    102.457 -17.716105 -13.711359   1.236473    301.410   240.113   102.325   295.077   163.892   132.141
