###################################################################################################################################################################
#BoxsideX=    30.0000 BoxsideY=    30.0000 BoxsideY=    30.0000 Temperature=   100.0000 
#NROT = 0000000006
###################################################################################################################################################################
#      Step     Energy       RMSD         DX         DY         DZ      ALPHA       BETA      GAMMA      NCONF ConfEnergy       Elec        VDW       SOLV   ROT[  1]  ROT[  2]  ROT[  3]  ROT[  4]  ROT[  5]  ROT[  6]
     10000     81.816      0.742  42.550989   3.918554  85.135167  76.057675   6.457414 278.187506     000000    100.189 -18.305487  -1.421776   1.354370    329.817   214.170    80.444   307.226   123.989   151.242
     20000     76.423      0.606  42.532399   4.517103  85.023173  85.745623   1.661007 288.967110     000000    102.344 -17.408305  -9.836989   1.324529    305.939   223.387   114.295   308.845   159.189   153.222
     30000     77.362      0.921  42.507123   4.664117  84.930717 169.629447 178.446544 214.940265     000000    104.507 -17.843161 -10.619223   1.316854    302.493   240.383   107.625   299.212   160.154   113.066
     40000     76.577      0.783  42.272684   4.400452  85.222308  83.976164 178.203443 293.560759     000000    111.443 -18.496731 -17.552830   1.183029    303.814   225.162    86.385   321.446   148.193   112.378
     50000     69.015      0.532  42.553472   4.375740  85.182621  13.686210 175.042990 358.552662     000000    102.643 -17.566671 -17.354423   1.292607    318.020   233.795    81.646   303.579   138.952   159.717
     60000     74.970      1.103  42.241716   4.282065  85.064203  47.924176 165.096114 339.179967     000000    104.115 -21.213564  -9.176952   1.245050    307.840   244.803    90.954   314.332   153.069   125.792
     70000     87.791      0.925  42.138169   3.932710  84.903023   9.624476  10.495588   7.835553     000000    119.843 -22.017795 -11.312385   1.278321    288.283   211.425   116.151   333.698   168.356   113.331
     80000     68.331      0.712  42.206335   3.866855  85.210501 321.651822 175.129805  49.130594     000000    100.881 -21.642870 -12.120704   1.213709    322.759   229.972    77.371   302.990   129.728   146.647
     90000     80.320      1.292  42.430101   4.070135  84.888983  34.283345 159.244967 356.857991     000000    112.954 -23.919640 -10.087071   1.372847    303.214   259.211    89.617   326.148   209.824    68.043
    100000     70.138      0.740  42.592353   4.137421  85.229451 344.479683 174.871178  32.400341     000000    104.529 -20.633803 -15.093050   1.336398    307.448   239.702    89.202   314.110   153.464   121.219
    110000     72.039      1.110  42.148882   3.785061  84.993459  58.747979 177.142255 309.968089     000000    107.313 -21.059127 -15.546009   1.330734    311.772   240.787    79.100   309.266   138.114   154.512
    120000     71.500      1.511  42.188038   3.351010  85.126512 338.658386 179.637622  17.929509     000000    109.601 -22.797172 -16.639641   1.335775    324.355   237.001    75.725   307.629   111.506   166.941
    130000     71.030      1.171  42.253761   3.857896  85.147932 317.204832 177.523351  48.890967     000000    108.832 -20.900275 -18.193333   1.291534    311.675   240.760    82.470   311.717   120.848   142.603
    140000     80.431      2.369  42.047454   2.645433  85.129465  17.535414 176.545211 332.533413     000000    112.790 -26.043687  -7.680514   1.365153    330.380   255.202    56.556   288.872   116.984   191.476
    150000     71.142      0.583  42.280160   3.966534  85.129477   1.840992   4.213204  10.059678     000000    103.397 -20.231758 -13.259569   1.236573    316.396   219.040    87.374   312.785   127.442   153.002
    160000     74.664      1.558  42.075435   3.552606  85.350948  50.563940 177.176054 313.027780     000000    107.495 -23.590057 -10.487318   1.246812    312.183   252.612    72.709   296.450   131.203   158.618
    170000     86.928      2.080  41.965239   2.756960  85.276508  39.742120   9.391082 307.879959     000000    114.947 -25.140710  -4.170475   1.292198    337.631   224.225    54.115   312.092   109.129   171.342
    180000     69.686      0.769  42.613905   4.541146  85.095199  49.046172 176.313526 327.985249     000000    105.256 -17.509329 -19.370514   1.310368    306.424   236.040    93.740   312.172   136.733   124.181
    190000     81.642      0.930  42.328718   4.206863  85.327654  91.474069 168.179561 282.581528     000000    105.394 -19.213750  -5.756673   1.218277    317.248   252.435    66.981   299.319   125.440   165.316
    200000     75.161      0.746  42.227533   4.239780  85.346182 344.198757 174.964198  32.624920     000000    101.011 -20.309774  -6.674423   1.133867    316.654   229.686    79.593   301.376   137.670   133.541
    210000     80.004      1.291  42.168449   3.308838  85.038379 309.758984   3.921575  52.609908     000000    109.447 -24.333833  -6.466453   1.357000    327.383   234.449    78.958   299.259   126.028   201.763
    220000     75.231      0.726  42.303521   4.223232  84.999748 258.588615   0.758743 121.272240     000000    102.243 -20.136271  -8.162199   1.286108    305.590   242.690    89.932   290.529   155.026   126.544
    230000     82.316      0.605  42.463408   3.943483  85.227648  33.547707   5.381654 335.747102     000000    103.692 -20.492891  -2.172514   1.288997    321.945   222.043    94.803   314.658   130.479   175.347
    240000     78.278      1.191  41.952890   3.921751  85.013504  22.642667 165.308392 359.390276     000000    103.543 -22.922042  -3.614626   1.271226    312.409   264.061    68.308   269.206   140.238   178.515
    250000     74.072      0.642  42.444334   3.992132  85.025072 352.054806   7.892299  23.284279     000000    107.404 -20.776834 -13.891044   1.335170    301.921   219.739   107.150   317.139   148.822   147.102
    260000     65.904      0.702  42.176573   3.946448  85.185486   2.743155   0.907467  12.897256     000000    101.883 -22.127244 -15.072925   1.220774    312.449   230.691    91.064   304.335   147.540   148.474
    270000     68.433      1.107  42.210852   3.801810  85.083071  49.422963   6.150274 309.879985     000000    104.918 -20.592122 -17.204708   1.311722    320.081   234.297    77.717   302.854   124.618   163.322
    280000     74.739      0.500  42.539529   4.301406  85.000883  34.285122   5.732770 335.719636     000000    104.221 -17.238103 -13.568643   1.323881    312.995   221.232    84.203   313.871   128.919   118.568
    290000     64.779      0.762  42.288425   3.987952  85.128181  14.189096 176.162708   1.676988     000000    100.836 -21.412496 -15.925331   1.280809    313.972   244.618    81.232   291.610   141.462   138.364
    300000     73.903      0.815  42.442335   4.476160  85.238338  58.713407   4.519735 321.522969     000000    102.034 -19.022448 -10.296252   1.187620    306.521   222.225   106.725   313.825   140.922   124.501
    310000     68.659      0.750  42.287347   3.876447  85.047935  42.801846 179.999080 335.570410     000000    100.800 -22.668032 -10.770728   1.298487    310.988   232.802    94.585   300.444   152.442   131.650
    320000     82.072      0.857  42.193454   4.482687  85.292852  85.826291   0.092370 292.171343     000000    112.945 -19.396322 -12.625558   1.149301    299.727   239.105    99.231   308.266   153.262   106.336
    330000     78.913      0.452  42.430885   4.192053  85.049622 103.312604  13.938216 260.356790     000000    102.227 -19.549496  -5.066797   1.302524    317.388   207.037   112.540   320.241   131.103   146.993
    340000     69.052      0.763  42.124648   4.207559  85.140978 104.650651   0.061796 270.241982     000000    101.782 -20.705606 -13.240674   1.216823    310.182   242.386    92.909   292.269   145.677   153.709
    350000     70.973      1.198  42.172437   3.632327  85.138111 119.392815 175.817364 268.134304     000000    107.125 -26.916919 -10.542903   1.307719    301.979   255.016    90.627   304.905   187.500   110.204
    360000     77.496      1.114  41.929435   3.650687  85.199795 149.505367  12.468912 213.544870     000000    102.245 -23.317790  -2.650307   1.218599    322.792   225.930    87.258   303.361   136.109   173.699
    370000     79.160      1.054  42.282453   3.470338  85.280176 158.130341   8.298653 206.903824     000000    101.651 -24.033612   0.245577   1.297562    322.413   230.079    87.360   296.985   136.649   168.824
    380000     73.777      0.671  42.152295   4.132901  85.217974 129.540207   6.691882 241.519690     000000    101.590 -20.991062  -8.017304   1.195738    314.581   221.124   107.794   314.317   139.372   149.775
    390000     75.802      0.670  42.475847   4.460293  85.113204 166.811677   4.977962 207.914037     000000    104.673 -18.959931 -11.202591   1.291829    308.630   232.858   113.111   298.946   143.096   160.577
    400000     74.868      1.376  42.171583   3.863550  85.082903 241.404083 175.548930 155.833155     000000    106.288 -26.409107  -6.253110   1.241229    301.373   249.102   101.362   309.069   205.824   113.425
    410000     84.626      1.167  42.296951   4.069808  85.016598 272.849510 176.455753 118.164858     000000    103.409 -22.979781   2.908307   1.288449    305.018   242.263    92.960   303.009   174.552   104.936
    420000     76.668      0.596  42.249285   4.358691  85.272185 295.966808  16.265499  69.101138     000000    104.268 -17.882113 -10.884905   1.166586    298.486   206.001   112.908   315.341   140.792   142.103
    430000     81.710      1.650  42.076681   3.221195  85.219765 278.047093 175.559232  80.107102     000000    110.108 -24.725633  -4.990637   1.318332    325.692   251.949    63.182   289.750   119.758   190.118
    440000     71.707      1.037  42.186269   3.660604  85.164880  61.613127 175.550876 324.960144     000000    104.959 -25.383325  -9.137288   1.269007    303.509   248.980    91.661   275.549   154.752   162.177
    450000     82.091      0.617  42.223271   4.458042  84.921888  30.938613   8.173824 341.865254     000000    105.022 -17.472344  -6.686635   1.227655    304.033   217.084   101.238   307.150   137.505   141.170
    460000     89.318      0.694  42.877534   4.808970  85.037654 326.154832   4.966675  35.242972     000000    107.173 -14.862950  -4.339377   1.346738    330.159   212.409    95.032   308.501   112.426   178.361
    470000     67.356      0.992  42.094039   4.077368  85.008602 318.501521   2.161449  66.861272     000000    107.809 -23.806968 -17.892836   1.246563    299.003   243.697   108.345   308.322   173.760   125.767
    480000     68.772      1.018  42.255719   4.326924  85.050436  39.240407 175.094879 347.242561     000000    109.651 -21.207492 -20.909773   1.239107    303.452   240.366    95.064   320.860   181.671   117.493
    490000     78.932      0.777  42.212865   4.228633  84.863050 112.492141   9.393566 263.752547     000000    112.704 -19.842171 -15.225730   1.295525    292.055   218.597   115.466   326.612   159.516   115.344
    500000     73.854      0.653  42.392458   4.259312  85.316421 204.521876   0.302724 166.809559     000000    101.441 -19.571701  -9.239859   1.224069    317.340   237.738    79.669   302.801   142.625   131.439
    510000     75.928      0.956  42.448707   4.858886  85.049833 187.293035   1.359059 192.131131     000000    104.213 -16.417552 -13.106329   1.238727    303.656   233.333   105.579   316.592   156.309   114.338
    520000     63.718      0.559  42.483050   4.180335  85.140911 249.847173   4.464337 120.415006     000000    100.908 -19.667683 -18.837723   1.314645    308.512   231.605    98.672   305.056   146.139   133.014
    530000     86.990      0.902  42.214664   4.224578  85.321213 278.659939 176.788353  99.864107     000000    102.459 -20.609132   3.966477   1.174243    317.147   242.046    80.459   307.697   136.630   152.442
    540000     77.774      1.242  42.134994   4.363628  85.186277 313.980726 165.554189  78.311821     000000    108.835 -22.925837  -9.323861   1.189009    298.118   262.788    91.812   293.990   174.991   113.100
    550000     69.828      0.644  42.386359   4.436909  85.348480 227.467375   0.377274 145.322537     000000    101.707 -19.113732 -13.952958   1.187308    309.500   233.419    97.611   306.133   140.401   126.342
    560000     84.180      0.844  42.675795   4.656177  85.097761 157.595721   7.513815 219.658240     000000    112.366 -16.814057 -12.655754   1.283669    295.418   214.421   105.374   327.954   141.155   120.207
    570000     75.547      2.521  41.558403   2.644206  84.584984 190.405133 170.555841 181.991988     000000    106.126 -28.434412  -3.544749   1.399437    310.785   271.704    71.160   320.282   239.410    52.550
    580000     84.307      2.873  41.776693   2.226757  84.501875 198.082163 173.380169 170.661561     000000    117.749 -28.421933  -6.505923   1.485640    318.186   271.749    53.936   328.526   252.284    14.519
    590000     94.843      2.482  41.586282   2.555218  84.610955 213.862718 170.672613 158.166296     000000    118.509 -30.490733   5.474260   1.351072    319.187   261.054    50.837   334.730   228.356    32.822
    600000     92.433      2.097  41.761527   2.890207  84.780741 218.471109 179.240311 164.636134     000000    119.471 -29.811921   1.464230   1.309467    300.371   250.989    86.074   313.886   196.858    93.770
    610000     93.410      2.617  41.715440   2.421849  84.558523 242.373432 178.038730 131.001270     000000    117.810 -29.399757   3.593012   1.406885    315.713   253.007    68.933   337.924   227.665    28.476
    620000     86.986      2.199  41.984333   2.876633  84.780914 356.622225 163.403909  17.659035     000000    109.793 -28.227624   4.021897   1.399505    310.751   269.987    60.153   324.596   225.539    51.235
    630000     82.586      2.489  41.638405   2.638607  84.891384   8.044689 170.278022   4.591350     000000    113.829 -31.274889  -1.291108   1.323016    305.261   268.590    68.195   327.368   213.647    64.855
    640000     88.019      2.741  41.772763   2.441135  84.485022   4.872617 166.657108 358.209128     000000    114.292 -28.124013   0.311121   1.539389    310.187   273.315    63.396   334.819   229.001    30.447
    650000     84.348      2.788  41.688567   2.299132  84.746264  68.632339 170.133537 307.406257     000000    115.922 -30.715826  -2.228052   1.369707    309.746   272.140    54.197   322.875   233.521    36.712
    660000     85.229      1.933  41.926074   3.066271  84.803130 116.693211 171.799549 259.907315     000000    115.674 -27.697566  -4.080369   1.332482    314.058   256.586    62.665   332.073   222.212    57.249
    670000     93.912      2.748  41.434467   2.676656  85.015062 163.828557 174.287002 209.968394     000000    106.461 -29.381018  15.592530   1.239674    304.887   279.115    68.186   313.094   228.552    69.086
    680000     78.862      2.194  41.779960   2.873323  84.760066 208.758358  14.622103 138.681345     000000    104.357 -25.809050  -1.074399   1.388471    331.624   226.657    86.493   299.832   116.369   181.229
    690000     77.009      0.783  42.408886   4.205463  85.266860 222.773004 173.376335 153.266083     000000    104.334 -19.776319  -8.747400   1.198551    318.102   231.963    69.468   308.546   138.369   131.621
    700000     74.732      1.528  42.166024   3.591697  85.164921 200.861916   8.847745 155.059457     000000    104.415 -22.544083  -8.468864   1.329800    317.234   231.300    94.234   321.225   127.804   144.243
    710000     71.010      1.204  42.285424   3.547229  85.153416 238.964322  10.176624 115.692876     000000    105.106 -21.067709 -14.322862   1.294979    330.328   221.376    72.059   310.401   113.584   156.080
