###################################################################################################################################################################
#BoxsideX=    30.0000 BoxsideY=    30.0000 BoxsideY=    30.0000 Temperature=   100.0000 
#NROT = 0000000007
###################################################################################################################################################################
#      Step     Energy       RMSD         DX         DY         DZ      ALPHA       BETA      GAMMA      NCONF ConfEnergy       Elec        VDW       SOLV   ROT[  1]  ROT[  2]  ROT[  3]  ROT[  4]  ROT[  5]  ROT[  6]  ROT[  7]
     10000    -11.739      1.924  41.112573   4.605675  83.953621 202.804911  15.039202 162.761313     000000     40.090 -24.015391 -31.162311   3.347873    116.371   161.127   315.324    85.262    86.708    46.125    39.278
     20000    -15.606      2.368  41.752879   4.960934  83.878037 157.827208  22.216454 221.583073     000000     33.750 -31.409855 -21.423679   3.477343    116.731   137.651   291.965   110.608    50.532   353.523    53.491
     30000    -17.858      2.522  41.467369   4.472306  83.794823 124.547764  28.216294 245.795045     000000     32.516 -26.005519 -28.003168   3.634432    133.217   148.022   279.566   128.776    50.724   320.543    69.330
     40000     10.859      2.124  42.048348   4.928010  83.246891 123.363087 174.831374 250.080021     000000     48.034 -24.591200 -16.344311   3.759801    119.773   200.317   259.297   132.346   106.107   316.186    13.310
     50000    -15.289      1.889  41.583068   4.862200  82.905799 163.727340 173.043668 195.525487     000000     30.806 -21.536786 -28.499321   3.940724    147.050   199.234   281.153    98.174    91.057   298.951   320.327
     60000    -18.964      1.562  41.150094   5.071971  83.757924 120.087694   7.861588 247.337539     000000     31.751 -22.978060 -31.126334   3.388908    131.707   171.067   285.585    87.450   102.491    37.954   315.003
     70000    -11.804      1.666  41.386536   4.468070  83.614347 114.997693   1.620537 255.608210     000000     32.727 -25.400062 -22.779010   3.648400    140.888   205.249   272.054   129.618    94.120   319.598   321.186
     80000    -15.779      2.590  42.324013   4.370027  83.254031  48.288653 178.679180 318.786637     000000     32.760 -24.860071 -27.851751   4.172629    138.408   199.582   240.946   105.411    97.967   299.736   327.351
     90000    -14.139      3.432  42.773189   5.473235  82.601872 293.699392 158.044884  73.755124     000000     33.289 -19.322266 -32.385372   4.279398    150.090   192.248   241.207   101.814    89.432   317.626   321.517
    100000     -2.798      2.840  41.986612   5.571476  82.946851 207.050848 166.029844 153.138797     000000     44.766 -18.189449 -33.253643   3.878430    155.567   191.360   244.651    96.686    81.864   359.251   330.801
    110000     -6.755      2.315  41.558272   4.514442  83.664390 322.233874   7.863975  25.115411     000000     44.459 -20.252485 -34.765430   3.804462    147.054   192.133   285.872   101.684    86.259   352.173   347.071
    120000    -11.772      2.676  42.401900   4.876790  83.272530 349.813256   4.696261   5.675630     000000     31.111 -21.052818 -25.948129   4.118088    122.124   154.412   270.093    72.066    98.410    29.225   328.532
    130000     -2.566      1.687  41.382628   5.135540  83.854005  31.973175   2.890037 342.037957     000000     36.013 -23.529092 -18.432774   3.382893    110.468   191.558   316.663    87.992    99.506    48.101   334.072
    140000    -19.647      2.319  41.922785   5.033432  82.962301 323.459692 171.747138  35.953928     000000     31.918 -20.921928 -34.611565   3.967843    138.485   185.057   276.426   101.523    89.408     9.878   320.075
    150000    -18.891      2.368  41.991750   5.422386  82.843475 299.806709 163.737171  62.020540     000000     26.807 -19.390095 -30.185602   3.877654    126.255   171.214   271.749    78.388    99.348   210.500   313.622
    160000    -27.229      0.851  41.573784   4.853426  83.600953 288.741879   1.343694  71.144272     000000     28.498 -22.550344 -36.789887   3.613166    125.124   182.579   313.053    89.222   102.433   212.592   323.918
    170000    -16.713      0.654  41.364175   5.094642  83.680908 258.512906   5.114953 101.521360     000000     39.535 -23.003286 -36.746535   3.501339    133.764   175.243   297.340   103.061    81.319   197.750   329.515
    180000    -20.725      1.210  41.406235   5.426114  83.342048 172.551821 173.694264 195.732476     000000     30.639 -22.888290 -31.937955   3.462693    137.125   187.083   297.780    80.448    89.610   125.210   318.467
    190000    -10.346      1.436  41.533617   4.613009  83.582813 177.751230 178.574150 166.780757     000000     36.006 -20.757252 -29.316918   3.722795    139.965   181.196   306.082    96.178   110.227   146.840   341.915
    200000    -21.730      1.032  41.254070   4.809541  83.461212 278.579980 176.030781  81.625911     000000     29.114 -24.289439 -30.131363   3.576793    153.608   187.355   303.531    89.775    92.284   122.485   312.503
    210000    -25.903      1.065  41.728457   4.984860  83.167152 246.620995 171.493501 114.771204     000000     27.385 -23.768367 -33.225852   3.706370    143.736   191.970   284.042    81.108    97.912   219.895   318.278
    220000    -13.489      2.303  41.824131   4.429264  83.569151 287.471014  13.528012  62.116478     000000     37.235 -19.691681 -35.020970   3.988177    122.389   168.679   279.852    96.977    97.786   119.783   353.933
