###################################################################################################################################################################
#BoxsideX=    30.0000 BoxsideY=    30.0000 BoxsideY=    30.0000 Temperature=   100.0000 
#NROT = 0000000007
###################################################################################################################################################################
#      Step     Energy       RMSD         DX         DY         DZ      ALPHA       BETA      GAMMA      NCONF ConfEnergy       Elec        VDW       SOLV   ROT[  1]  ROT[  2]  ROT[  3]  ROT[  4]  ROT[  5]  ROT[  6]  ROT[  7]
     10000    -16.148      2.350  41.803096   5.101389  83.081384 341.837097 173.168860  23.014078     000000     36.922 -23.499120 -33.411797   3.841077    148.662   177.359   222.966   291.894    87.838   152.145   304.914
     20000    -15.254      2.303  41.756597   5.249928  83.328224  76.184056 177.544760 284.846326     000000     39.977 -22.408166 -36.543762   3.721216    147.960   175.970   215.273   289.258    81.925   142.411   321.127
     30000    -24.489      2.734  41.971991   4.949776  83.589199 111.242374   4.699797 247.683165     000000     29.018 -22.523282 -34.864225   3.880438    116.046   190.157   207.309   269.385    99.554   213.124   321.242
     40000    -21.231      2.839  42.011201   5.291575  83.367273 148.031424 178.359975 208.376014     000000     30.180 -20.767722 -34.616421   3.972745    136.916   211.763   205.114   244.489    90.893   212.217   318.969
     50000     -3.791      2.586  41.691841   5.060500  83.128541 101.380276 167.358663 257.161323     000000     45.150 -22.919612 -29.842545   3.820615    153.709   208.517   261.315   269.777    84.066   163.899   320.788
     60000    -14.498      2.803  41.966960   5.102657  83.319121 141.085557 175.602121 219.831766     000000     32.407 -24.087560 -26.724092   3.906456    139.020   150.946   199.566   302.745    88.030   213.683   303.732
     70000     -7.180      2.564  41.300425   5.077776  83.872533  85.152710   5.338911 269.065692     000000     31.444 -22.067142 -20.131307   3.573930    125.473   198.689   239.447   272.629    96.328   207.879   321.434
     80000    -14.457      2.825  42.291787   4.916850  83.612877 175.244478   1.414427 184.800177     000000     31.196 -23.671530 -25.930148   3.948427    101.250   182.491   206.194   256.821   111.338   219.416   326.292
     90000    -19.582      2.724  42.195779   4.804311  83.545394 193.837344   2.877325 164.287294     000000     33.711 -22.139054 -35.146941   3.992961    117.966   207.687   221.217   231.467   105.560   214.239   327.488
    100000    -22.386      2.341  41.196792   4.893062  83.611340 203.364547 179.806465 156.844894     000000     32.325 -22.699276 -35.577527   3.566100    118.102   171.446   260.752   288.982    98.360   203.198   327.676
    110000    -18.728      2.506  41.639406   4.702584  83.485426 203.012075  19.731037 171.525715     000000     35.221 -26.881909 -30.747710   3.680203    125.343   140.058   242.010   291.306    61.771   201.415    50.742
    120000     -9.115      3.307  42.622204   5.192035  83.088852 138.274375   8.918709 225.835156     000000     43.591 -25.555531 -31.311651   4.161681    142.891   129.963   198.813   324.526    50.813   192.370    46.119
    130000    -11.557      3.031  42.702589   4.910432  83.185613 177.131748   2.396890 192.574370     000000     43.551 -26.263156 -32.891208   4.046420    123.601   140.103   207.144   311.645    79.783   200.272    23.684
    140000    -14.393      2.816  41.793051   4.730166  83.875349 227.050310  25.350969 149.369883     000000     32.040 -28.478006 -21.541807   3.586717    123.634   119.222   227.607   304.245    54.316   220.094    62.968
    150000     -2.340      3.183  42.272759   4.546650  83.695382 273.425388  26.995032  99.799291     000000     38.012 -26.867596 -17.444340   3.960423    134.078   114.637   250.481   320.816    53.303   195.131    81.777
    160000     -2.624      3.025  42.308462   4.909830  83.283876 277.778014  14.064493  81.537289     000000     41.422 -24.253319 -23.914262   4.121036    106.894   162.708   226.931   259.600    75.095   173.240    42.101
    170000      0.302      2.607  41.840648   5.004411  82.982289 288.188967 174.625890  76.749974     000000     47.696 -23.700228 -27.493644   3.800246    141.759   179.555   223.694   305.588    87.271   193.327   354.590
    180000    -12.805      2.362  41.476627   5.387416  83.610742 207.179808   7.752210 159.885098     000000     33.759 -24.393885 -25.724122   3.553968    130.294   153.414   211.544   312.938    85.865   188.382   300.582
    190000    -16.584      3.158  42.176324   5.823926  82.667233 239.228799 162.631133 130.273869     000000     32.723 -19.979338 -33.140709   3.812873    137.381   185.370   212.135   303.544    78.231   240.971   306.227
    200000    -17.103      2.443  41.707399   5.182199  83.636204 295.478415   0.624361  58.284586     000000     31.263 -22.520973 -29.499846   3.655064    124.696   179.333   240.886   274.188    93.520   239.908   316.426
    210000    -13.421      2.851  42.189665   4.872551  82.991369 339.299096 174.223259  17.341362     000000     38.001 -23.474220 -31.943591   3.994972    124.131   181.348   197.928   277.654    98.026   238.712   353.569
    220000    -15.516      2.830  42.323908   4.599506  83.506673 331.666277   7.531555  23.607104     000000     35.461 -25.999210 -28.935719   3.957319    157.180   178.478   231.223   266.463    64.699   220.064    50.463
    230000     -9.426      3.383  43.172700   4.845514  83.138770 293.371867   3.482828  60.338390     000000     36.491 -24.103079 -26.272810   4.458514    173.383   168.185   206.223   267.473    65.597   193.985    52.113
    240000    -15.244      3.270  42.672828   4.641165  83.052654 338.576603 175.993889  18.233573     000000     33.822 -27.029122 -26.282837   4.246614    172.295   188.954   172.073   268.597    64.916   223.953    45.652
    250000    -20.487      2.520  41.862009   4.775924  83.362677 250.164778   5.432233 102.029791     000000     33.840 -21.062439 -37.150847   3.885725    134.363   190.294   223.558   266.273   100.397   199.862   335.886
    260000    -21.191      2.585  41.712172   5.356219  83.273301 350.637115 166.207525   4.274869     000000     31.765 -21.830122 -34.822113   3.695903    147.438   202.094   243.718   260.723    94.275   214.278   319.459
    270000     -9.596      2.706  42.006488   4.425089  83.091554  74.999999   1.003265 282.180850     000000     31.204 -24.116873 -20.792651   4.109503    145.965   193.726   193.637   262.286    95.248   253.497   321.456
    280000    -20.916      2.658  41.791390   5.119483  82.898647 154.835051 175.380717 197.231277     000000     30.078 -20.136279 -34.841731   3.983304    142.690   184.904   207.605   264.422    94.813   210.486   322.269
    290000    -10.221      2.559  41.901211   5.111037  83.381530 138.133659 179.934325 224.981371     000000     39.500 -24.949777 -28.485911   3.714559    125.585   139.677   166.326   333.252    96.015   232.840   325.845
    300000    -11.999      3.036  41.621778   6.064464  82.863155  95.387247 156.233976 277.695961     000000     31.054 -17.847978 -28.778651   3.573782    135.989   189.836   255.492   302.491    89.212   325.579   295.686
    310000    -22.183      2.669  42.262192   4.810550  83.472296  75.149338   0.421135 283.237530     000000     29.356 -23.104196 -32.447531   4.012893    143.352   193.461   208.194   244.361    97.971   203.680   317.096
    320000    -12.258      2.465  41.162100   4.587385  84.012745  28.257177  15.820409 329.076119     000000     34.324 -21.691618 -28.385633   3.494488    110.808   167.399   241.314   270.505   102.144   229.257   337.212
